srcport,dstport,proto,ts,td,pkt,byt,label,srcip_1,srcip_2,srcip_3,srcip_4,dstip_1,dstip_2,dstip_3,dstip_4
445,40239,TCP,1489546243556000.0,0.0,1,70.0,0,192,168,100,5,192,168,220,10
40239,445,TCP,1489546243557000.0,0.0,1,66.0,0,192,168,220,10,192,168,100,5
58844,445,TCP,1489546243809000.0,0.003,2,174.0,0,192,168,220,16,192,168,100,5
445,58844,TCP,1489546243811000.0,0.0,1,108.0,0,192,168,100,5,192,168,220,16
138,138,UDP,1489546243906000.0,0.0,1,243.0,0,192,168,210,5,192,168,210,255
138,138,UDP,1489546243906000.0,0.001,2,517.0,0,192,168,210,3,192,168,210,255
51146,445,TCP,1489546248880000.0,0.004,2,174.0,0,192,168,220,5,192,168,100,5
445,51146,TCP,1489546248881000.0,0.0,1,108.0,0,192,168,100,5,192,168,220,5
51422,135,TCP,1489546249186000.0,0.001,2,112.0,1,192,168,220,16,192,168,200,8
51357,3800,TCP,1489546250187000.0,0.0,1,58.0,1,192,168,220,16,192,168,200,9
37191,445,TCP,1489546255429000.0,0.003,2,174.0,0,192,168,220,7,192,168,100,5
445,37191,TCP,1489546255430000.0,0.0,1,108.0,0,192,168,100,5,192,168,220,7
52321,445,TCP,1489546256609000.0,0.002,2,174.0,0,192,168,220,14,192,168,100,5
445,52321,TCP,1489546256610000.0,0.0,1,108.0,0,192,168,100,5,192,168,220,14
137,137,UDP,1489546257426000.0,0.0,1,92.0,1,192,168,220,16,192,168,220,255
60689,445,TCP,1489546257919000.0,0.005,2,174.0,0,192,168,220,13,192,168,100,5
445,60689,TCP,1489546257920000.0,0.0,1,108.0,0,192,168,100,5,192,168,220,13
43183,445,TCP,1489546258264000.0,0.003,2,174.0,0,192,168,200,4,192,168,100,5
445,43183,TCP,1489546258265000.0,0.0,1,108.0,0,192,168,100,5,192,168,200,4
51358,3800,TCP,1489546265189000.0,0.0,1,58.0,1,192,168,220,16,192,168,200,9
137,137,UDP,1489546267437000.0,0.0,1,92.0,0,192,168,220,4,192,168,220,255
138,138,UDP,1489546270241000.0,0.0,1,262.0,0,192,168,100,4,192,168,100,255
445,46808,TCP,1489546270439000.0,0.0,1,70.0,0,192,168,100,5,192,168,200,5
46808,445,TCP,1489546270441000.0,0.0,1,66.0,0,192,168,200,5,192,168,100,5
40239,445,TCP,1489546273538000.0,0.002,2,174.0,0,192,168,220,10,192,168,100,5
445,40239,TCP,1489546273539000.0,0.0,1,108.0,0,192,168,100,5,192,168,220,10
445,49156,TCP,1489546276506000.0,0.0,1,54.0,0,192,168,100,5,192,168,200,9
49156,445,TCP,1489546276508000.0,0.0,1,54.0,0,192,168,200,9,192,168,100,5
445,37884,TCP,1489546278062000.0,0.5920000000000001,2,178.0,0,192,168,100,5,192,168,220,9
37884,445,TCP,1489546278063000.0,0.591,3,240.0,0,192,168,220,9,192,168,100,5
137,137,UDP,1489546278623000.0,0.0,1,92.0,0,192,168,200,5,192,168,200,255
51357,32768,TCP,1489546280190000.0,0.0,1,58.0,1,192,168,220,16,192,168,200,5
51357,16992,TCP,1489546281191000.0,0.0,1,58.0,1,192,168,220,16,192,168,200,1
51357,2190,TCP,1489546282192000.0,0.0,1,58.0,1,192,168,220,16,192,168,200,4
51357,10629,TCP,1489546283193000.0,0.0,1,58.0,1,192,168,220,16,192,168,200,9
34743,445,TCP,1489546286376000.0,0.003,2,174.0,0,192,168,220,11,192,168,100,5
445,34743,TCP,1489546286378000.0,0.0,1,108.0,0,192,168,100,5,192,168,220,11
46808,445,TCP,1489546289880000.0,0.004,2,174.0,0,192,168,200,5,192,168,100,5
445,46808,TCP,1489546289882000.0,0.0,1,108.0,0,192,168,100,5,192,168,200,5
49511,445,TCP,1489546291825000.0,0.003,2,174.0,0,192,168,220,12,192,168,100,5
445,49511,TCP,1489546291826000.0,0.0,1,108.0,0,192,168,100,5,192,168,220,12
46709,445,TCP,1489546294572000.0,0.004,2,174.0,0,192,168,220,6,192,168,100,5
445,46709,TCP,1489546294574000.0,0.0,1,108.0,0,192,168,100,5,192,168,220,6
43145,445,TCP,1489546295807000.0,0.005,2,174.0,0,192,168,220,4,192,168,100,5
445,43145,TCP,1489546295808000.0,0.0,1,108.0,0,192,168,100,5,192,168,220,4
49094,445,TCP,1489546296258000.0,0.002,2,174.0,0,192,168,220,8,192,168,100,5
445,49094,TCP,1489546296259000.0,0.0,1,108.0,0,192,168,100,5,192,168,220,8
137,137,UDP,1489546297468000.0,0.0,1,92.0,0,192,168,220,8,192,168,220,255
51358,10629,TCP,1489546298193000.0,0.0,1,58.0,1,192,168,220,16,192,168,200,9
48888,445,TCP,1489546303890000.0,0.005,2,174.0,0,192,168,220,15,192,168,100,5
445,48888,TCP,1489546303892000.0,0.0,1,108.0,0,192,168,100,5,192,168,220,15
58844,445,TCP,1489546303970000.0,0.001,2,174.0,0,192,168,220,16,192,168,100,5
445,58844,TCP,1489546303971000.0,0.0,1,108.0,0,192,168,100,5,192,168,220,16
445,52321,TCP,1489546304863000.0,0.0,1,70.0,0,192,168,100,5,192,168,220,14
52321,445,TCP,1489546304865000.0,0.0,1,66.0,0,192,168,220,14,192,168,100,5
51146,445,TCP,1489546309041000.0,0.003,2,174.0,0,192,168,220,5,192,168,100,5
445,51146,TCP,1489546309042000.0,0.0,1,108.0,0,192,168,100,5,192,168,220,5
51357,4550,TCP,1489546313194000.0,0.0,1,58.0,1,192,168,220,16,192,168,200,5
51357,5802,TCP,1489546314195000.0,0.0,1,58.0,1,192,168,220,16,192,168,200,1
51357,70,TCP,1489546315196000.0,0.0,1,58.0,1,192,168,220,16,192,168,200,4
37191,445,TCP,1489546315589000.0,0.003,2,174.0,0,192,168,220,7,192,168,100,5
445,37191,TCP,1489546315591000.0,0.0,1,108.0,0,192,168,100,5,192,168,220,7
51357,8008,TCP,1489546316197000.0,0.0,1,58.0,1,192,168,220,16,192,168,200,9
137,137,UDP,1489546317490000.0,0.0,1,92.0,0,192,168,220,12,192,168,220,255
60689,445,TCP,1489546318080000.0,0.004,2,174.0,0,192,168,220,13,192,168,100,5
445,60689,TCP,1489546318081000.0,0.0,1,108.0,0,192,168,100,5,192,168,220,13
43183,445,TCP,1489546318426000.0,0.002,2,174.0,0,192,168,200,4,192,168,100,5
445,43183,TCP,1489546318427000.0,0.0,1,108.0,0,192,168,100,5,192,168,200,4
51358,8008,TCP,1489546331199000.0,0.0,1,58.0,1,192,168,220,16,192,168,200,9
40239,445,TCP,1489546333699000.0,0.004,2,174.0,0,192,168,220,10,192,168,100,5
445,40239,TCP,1489546333700000.0,0.0,1,108.0,0,192,168,100,5,192,168,220,10
445,49511,TCP,1489546337950000.0,0.0,1,70.0,0,192,168,100,5,192,168,220,12
49511,445,TCP,1489546337951000.0,0.0,1,66.0,0,192,168,220,12,192,168,100,5
37884,445,TCP,1489546338815000.0,0.003,2,174.0,0,192,168,220,9,192,168,100,5
445,37884,TCP,1489546338816000.0,0.0,1,108.0,0,192,168,100,5,192,168,220,9
68,67,UDP,1489546340878000.0,0.0,1,342.0,0,192,168,220,10,192,168,220,2
67,68,UDP,1489546340885000.0,0.0,1,375.0,0,192,168,220,2,192,168,220,10
51357,2038,TCP,1489546346203000.0,0.0,1,58.0,1,192,168,220,16,192,168,200,5
34743,445,TCP,1489546346538000.0,0.002,2,174.0,0,192,168,220,11,192,168,100,5
445,34743,TCP,1489546346540000.0,0.0,1,108.0,0,192,168,100,5,192,168,220,11
51357,7019,TCP,1489546347201000.0,0.0,1,58.0,1,192,168,220,16,192,168,200,1
51357,5910,TCP,1489546348202000.0,0.0,1,58.0,1,192,168,220,16,192,168,200,4
51357,1137,TCP,1489546349203000.0,0.0,1,58.0,1,192,168,220,16,192,168,200,9
46808,445,TCP,1489546350041000.0,0.003,2,174.0,0,192,168,200,5,192,168,100,5
445,46808,TCP,1489546350042000.0,0.0,1,108.0,0,192,168,100,5,192,168,200,5
49511,445,TCP,1489546351986000.0,0.006,2,174.0,0,192,168,220,12,192,168,100,5
445,49511,TCP,1489546351988000.0,0.0,1,108.0,0,192,168,100,5,192,168,220,12
46709,445,TCP,1489546354733000.0,0.003,2,174.0,0,192,168,220,6,192,168,100,5
445,46709,TCP,1489546354734000.0,0.0,1,108.0,0,192,168,100,5,192,168,220,6
43145,445,TCP,1489546355968000.0,0.004,2,174.0,0,192,168,220,4,192,168,100,5
445,43145,TCP,1489546355969000.0,0.0,1,108.0,0,192,168,100,5,192,168,220,4
49094,445,TCP,1489546356419000.0,0.005,2,174.0,0,192,168,220,8,192,168,100,5
445,49094,TCP,1489546356420000.0,0.0,1,108.0,0,192,168,100,5,192,168,220,8
445,60689,TCP,1489546357225000.0,0.0,1,70.0,0,192,168,100,5,192,168,220,13
60689,445,TCP,1489546357226000.0,0.0,1,66.0,0,192,168,220,13,192,168,100,5
137,137,UDP,1489546357532000.0,0.0,1,92.0,0,192,168,220,15,192,168,220,255
137,137,UDP,1489546357532000.0,0.0,1,92.0,0,192,168,220,9,192,168,220,255
445,37191,TCP,1489546358483000.0,0.0,1,70.0,0,192,168,100,5,192,168,220,7
37191,445,TCP,1489546358484000.0,0.0,1,66.0,0,192,168,220,7,192,168,100,5
137,137,UDP,1489546358706000.0,0.0,1,92.0,0,192,168,200,4,192,168,200,255
48888,445,TCP,1489546364051000.0,0.003,2,174.0,0,192,168,220,15,192,168,100,5
445,48888,TCP,1489546364053000.0,0.0,1,108.0,0,192,168,100,5,192,168,220,15
58844,445,TCP,1489546364131000.0,0.003,2,174.0,0,192,168,220,16,192,168,100,5
445,58844,TCP,1489546364132000.0,0.0,1,108.0,0,192,168,100,5,192,168,220,16
51358,1137,TCP,1489546364204000.0,0.0,1,58.0,1,192,168,220,16,192,168,200,9
51146,445,TCP,1489546369201000.0,0.003,2,174.0,0,192,168,220,5,192,168,100,5
445,51146,TCP,1489546369203000.0,0.0,1,108.0,0,192,168,100,5,192,168,220,5
37191,445,TCP,1489546375750000.0,0.002,2,174.0,0,192,168,220,7,192,168,100,5
445,37191,TCP,1489546375752000.0,0.0,1,108.0,0,192,168,100,5,192,168,220,7
52321,445,TCP,1489546376931000.0,0.001,2,174.0,0,192,168,220,14,192,168,100,5
445,52321,TCP,1489546376932000.0,0.0,1,108.0,0,192,168,100,5,192,168,220,14
60689,445,TCP,1489546378240000.0,0.002,2,174.0,0,192,168,220,13,192,168,100,5
445,60689,TCP,1489546378242000.0,0.0,1,108.0,0,192,168,100,5,192,168,220,13
43183,445,TCP,1489546378587000.0,0.003,2,174.0,0,192,168,200,4,192,168,100,5
445,43183,TCP,1489546378588000.0,0.0,1,108.0,0,192,168,100,5,192,168,200,4
51357,3945,TCP,1489546379206000.0,0.0,1,58.0,1,192,168,220,16,192,168,200,5
51357,11110,TCP,1489546380207000.0,0.0,1,58.0,1,192,168,220,16,192,168,200,1
51357,1083,TCP,1489546381208000.0,0.0,1,58.0,1,192,168,220,16,192,168,200,4
51357,9415,TCP,1489546382209000.0,0.0,1,58.0,1,192,168,220,16,192,168,200,9
40239,445,TCP,1489546393860000.0,0.004,2,174.0,0,192,168,220,10,192,168,100,5
445,40239,TCP,1489546393861000.0,0.0,1,108.0,0,192,168,100,5,192,168,220,10
51358,9415,TCP,1489546397211000.0,0.0,1,58.0,1,192,168,220,16,192,168,200,9
37884,445,TCP,1489546398976000.0,0.002,2,174.0,0,192,168,220,9,192,168,100,5
445,37884,TCP,1489546398977000.0,0.0,1,108.0,0,192,168,100,5,192,168,220,9
34743,445,TCP,1489546406699000.0,0.003,2,174.0,0,192,168,220,11,192,168,100,5
445,34743,TCP,1489546406701000.0,0.0,1,108.0,0,192,168,100,5,192,168,220,11
137,137,UDP,1489546407584000.0,0.0,1,92.0,0,192,168,220,5,192,168,220,255
46808,445,TCP,1489546410202000.0,0.002,2,174.0,0,192,168,200,5,192,168,100,5
445,46808,TCP,1489546410203000.0,0.0,1,108.0,0,192,168,100,5,192,168,200,5
49511,445,TCP,1489546412147000.0,0.005,2,174.0,0,192,168,220,12,192,168,100,5
445,49511,TCP,1489546412149000.0,0.0,1,108.0,0,192,168,100,5,192,168,220,12
51539,135,TCP,1489546412212000.0,0.003,2,112.0,1,192,168,220,16,192,168,200,9
51357,900,TCP,1489546413213000.0,0.0,1,58.0,1,192,168,220,16,192,168,200,1
51357,2394,TCP,1489546414214000.0,0.0,1,58.0,1,192,168,220,16,192,168,200,4
46709,445,TCP,1489546414893000.0,0.003,2,174.0,0,192,168,220,6,192,168,100,5
445,46709,TCP,1489546414895000.0,0.0,1,108.0,0,192,168,100,5,192,168,220,6
51357,1062,TCP,1489546415216000.0,0.0,1,58.0,1,192,168,220,16,192,168,200,2
43145,445,TCP,1489546416128000.0,0.004,2,174.0,0,192,168,220,4,192,168,100,5
445,43145,TCP,1489546416130000.0,0.0,1,108.0,0,192,168,100,5,192,168,220,4
51357,7001,TCP,1489546416217000.0,0.0,1,58.0,1,192,168,220,16,192,168,200,5
49094,445,TCP,1489546416580000.0,0.004,2,174.0,0,192,168,220,8,192,168,100,5
445,49094,TCP,1489546416581000.0,0.0,1,108.0,0,192,168,100,5,192,168,220,8
51357,2111,TCP,1489546417218000.0,0.0,1,58.0,1,192,168,220,16,192,168,200,3
51357,3369,TCP,1489546418219000.0,0.0,1,58.0,1,192,168,220,16,192,168,200,8
48888,445,TCP,1489546424212000.0,0.003,2,174.0,0,192,168,220,15,192,168,100,5
445,48888,TCP,1489546424213000.0,0.0,1,108.0,0,192,168,100,5,192,168,220,15
58844,445,TCP,1489546424292000.0,0.003,2,174.0,0,192,168,220,16,192,168,100,5
445,58844,TCP,1489546424293000.0,0.0,1,108.0,0,192,168,100,5,192,168,220,16
137,137,UDP,1489546427605000.0,0.0,1,92.0,0,192,168,220,14,192,168,220,255
137,137,UDP,1489546427606000.0,0.0,1,92.0,0,192,168,220,10,192,168,220,255
51146,445,TCP,1489546429362000.0,0.006,2,174.0,0,192,168,220,5,192,168,100,5
445,51146,TCP,1489546429364000.0,0.0,1,108.0,0,192,168,100,5,192,168,220,5
51444,25,TCP,1489546433221000.0,0.0,1,58.0,1,192,168,220,16,192,168,200,1
51386,25,TCP,1489546434222000.0,0.0,1,58.0,1,192,168,220,16,192,168,200,2
51456,25,TCP,1489546435223000.0,0.0,1,58.0,1,192,168,220,16,192,168,200,4
37191,445,TCP,1489546435911000.0,0.005,2,174.0,0,192,168,220,7,192,168,100,5
445,37191,TCP,1489546435912000.0,0.0,1,108.0,0,192,168,100,5,192,168,220,7
51358,3369,TCP,1489546436224000.0,0.0,1,58.0,1,192,168,220,16,192,168,200,8
52321,445,TCP,1489546437092000.0,0.004,2,174.0,0,192,168,220,14,192,168,100,5
445,52321,TCP,1489546437093000.0,0.0,1,108.0,0,192,168,100,5,192,168,220,14
60689,445,TCP,1489546438401000.0,0.002,2,174.0,0,192,168,220,13,192,168,100,5
445,60689,TCP,1489546438402000.0,0.0,1,108.0,0,192,168,100,5,192,168,220,13
43183,445,TCP,1489546438747000.0,0.005,2,174.0,0,192,168,200,4,192,168,100,5
445,43183,TCP,1489546438748000.0,0.0,1,108.0,0,192,168,100,5,192,168,200,4
51357,7800,TCP,1489546451225000.0,0.0,1,58.0,1,192,168,220,16,192,168,200,3
51357,30,TCP,1489546452227000.0,0.0,1,58.0,1,192,168,220,16,192,168,200,8
40239,445,TCP,1489546454020000.0,0.004,2,174.0,0,192,168,220,10,192,168,100,5
445,40239,TCP,1489546454022000.0,0.0,1,108.0,0,192,168,100,5,192,168,220,10
445,43145,TCP,1489546455314000.0,0.0,1,70.0,0,192,168,100,5,192,168,220,4
43145,445,TCP,1489546455315000.0,0.0,1,66.0,0,192,168,220,4,192,168,100,5
137,137,UDP,1489546457638000.0,0.0,1,92.0,0,192,168,220,7,192,168,220,255
37884,445,TCP,1489546459137000.0,0.002,2,174.0,0,192,168,220,9,192,168,100,5
445,37884,TCP,1489546459139000.0,0.0,1,108.0,0,192,168,100,5,192,168,220,9
445,46709,TCP,1489546462844000.0,0.0,1,70.0,0,192,168,100,5,192,168,220,6
46709,445,TCP,1489546462845000.0,0.0,1,66.0,0,192,168,220,6,192,168,100,5
445,49094,TCP,1489546465730000.0,0.0,1,70.0,0,192,168,100,5,192,168,220,8
49094,445,TCP,1489546465731000.0,0.0,1,66.0,0,192,168,220,8,192,168,100,5
34743,445,TCP,1489546466860000.0,0.004,2,174.0,0,192,168,220,11,192,168,100,5
445,34743,TCP,1489546466861000.0,0.0,1,108.0,0,192,168,100,5,192,168,220,11
51358,30,TCP,1489546467227000.0,0.0,1,58.0,1,192,168,220,16,192,168,200,8
46808,445,TCP,1489546470363000.0,0.004,2,174.0,0,192,168,200,5,192,168,100,5
445,46808,TCP,1489546470364000.0,0.0,1,108.0,0,192,168,100,5,192,168,200,5
137,137,UDP,1489546470448000.0,0.0,1,92.0,0,192,168,100,4,192,168,100,255
137,137,UDP,1489546470448000.0,0.0,1,92.0,0,192,168,100,5,192,168,100,255
49511,445,TCP,1489546472308000.0,0.003,2,174.0,0,192,168,220,12,192,168,100,5
445,49511,TCP,1489546472309000.0,0.0,1,108.0,0,192,168,100,5,192,168,220,12
51357,4343,TCP,1489546482232000.0,0.0,1,58.0,1,192,168,220,16,192,168,200,4
51357,3128,TCP,1489546483230000.0,0.0,1,58.0,1,192,168,220,16,192,168,200,9
48888,445,TCP,1489546484373000.0,0.003,2,174.0,0,192,168,220,15,192,168,100,5
445,48888,TCP,1489546484374000.0,0.0,1,108.0,0,192,168,100,5,192,168,220,15
58844,445,TCP,1489546484453000.0,0.003,2,174.0,0,192,168,220,16,192,168,100,5
445,58844,TCP,1489546484454000.0,0.0,1,108.0,0,192,168,100,5,192,168,220,16
137,137,UDP,1489546487670000.0,0.0,1,92.0,0,192,168,220,13,192,168,220,255
51146,445,TCP,1489546489523000.0,0.005,2,174.0,0,192,168,220,5,192,168,100,5
445,51146,TCP,1489546489524000.0,0.0,1,108.0,0,192,168,100,5,192,168,220,5
138,138,UDP,1489546495975000.0,0.0,1,243.0,0,192,168,200,8,192,168,200,255
37191,445,TCP,1489546496072000.0,0.004,2,174.0,0,192,168,220,7,192,168,100,5
445,37191,TCP,1489546496073000.0,0.0,1,108.0,0,192,168,100,5,192,168,220,7
138,138,UDP,1489546496236000.0,0.0,1,243.0,0,192,168,200,9,192,168,200,255
445,58844,TCP,1489546496396000.0,0.0,1,70.0,0,192,168,100,5,192,168,220,16
52321,445,TCP,1489546497253000.0,0.003,2,174.0,0,192,168,220,14,192,168,100,5
445,52321,TCP,1489546497254000.0,0.0,1,108.0,0,192,168,100,5,192,168,220,14
51358,3128,TCP,1489546498231000.0,0.0,1,58.0,1,192,168,220,16,192,168,200,9
60689,445,TCP,1489546498562000.0,0.002,2,174.0,0,192,168,220,13,192,168,100,5
445,60689,TCP,1489546498563000.0,0.0,1,108.0,0,192,168,100,5,192,168,220,13
43183,445,TCP,1489546498908000.0,0.002,2,174.0,0,192,168,200,4,192,168,100,5
445,43183,TCP,1489546498910000.0,0.0,1,108.0,0,192,168,100,5,192,168,200,4
445,51146,TCP,1489546511721000.0,0.0,1,70.0,0,192,168,100,5,192,168,220,5
51146,445,TCP,1489546511722000.0,0.0,1,66.0,0,192,168,220,5,192,168,100,5
51357,2002,TCP,1489546513233000.0,0.0,1,58.0,1,192,168,220,16,192,168,200,5
40239,445,TCP,1489546514181000.0,0.003,2,174.0,0,192,168,220,10,192,168,100,5
445,40239,TCP,1489546514182000.0,0.0,1,108.0,0,192,168,100,5,192,168,220,10
51357,6699,TCP,1489546514233000.0,0.0,1,58.0,1,192,168,220,16,192,168,200,1
51357,5959,TCP,1489546515236000.0,0.0,1,58.0,1,192,168,220,16,192,168,200,4
51357,7911,TCP,1489546516236000.0,0.0,1,58.0,1,192,168,220,16,192,168,200,9
137,137,UDP,1489546517702000.0,0.0,1,92.0,0,192,168,220,6,192,168,220,255
137,137,UDP,1489546517702000.0,0.0,1,92.0,0,192,168,220,3,192,168,220,255
37884,445,TCP,1489546519298000.0,0.002,2,174.0,0,192,168,220,9,192,168,100,5
445,37884,TCP,1489546519299000.0,0.0,1,108.0,0,192,168,100,5,192,168,220,9
34743,445,TCP,1489546527021000.0,0.003,2,174.0,0,192,168,220,11,192,168,100,5
445,34743,TCP,1489546527023000.0,0.0,1,108.0,0,192,168,100,5,192,168,220,11
46808,445,TCP,1489546530524000.0,0.004,2,174.0,0,192,168,200,5,192,168,100,5
445,46808,TCP,1489546530525000.0,0.0,1,108.0,0,192,168,100,5,192,168,200,5
51358,7911,TCP,1489546531237000.0,0.0,1,58.0,1,192,168,220,16,192,168,200,9
49511,445,TCP,1489546532469000.0,0.002,2,174.0,0,192,168,220,12,192,168,100,5
445,49511,TCP,1489546532470000.0,0.0,1,108.0,0,192,168,100,5,192,168,220,12
138,138,UDP,1489546532510000.0,0.0,1,262.0,0,192,168,100,5,192,168,100,255
46709,445,TCP,1489546535215000.0,0.005,2,174.0,0,192,168,220,6,192,168,100,5
445,46709,TCP,1489546535217000.0,0.0,1,108.0,0,192,168,100,5,192,168,220,6
43145,445,TCP,1489546536450000.0,0.002,2,174.0,0,192,168,220,4,192,168,100,5
445,43145,TCP,1489546536451000.0,0.0,1,108.0,0,192,168,100,5,192,168,220,4
49094,445,TCP,1489546536901000.0,0.002,2,174.0,0,192,168,220,8,192,168,100,5
445,49094,TCP,1489546536902000.0,0.0,1,108.0,0,192,168,100,5,192,168,220,8
138,138,UDP,1489546537723000.0,0.0,2,514.0,0,192,168,220,11,192,168,220,255
138,138,UDP,1489546537724000.0,0.0,1,262.0,0,192,168,220,14,192,168,220,255
138,138,UDP,1489546537724000.0,0.0,1,262.0,0,192,168,220,12,192,168,220,255
138,138,UDP,1489546537724000.0,0.0,1,262.0,0,192,168,220,7,192,168,220,255
138,138,UDP,1489546537724000.0,0.0,1,262.0,1,192,168,220,16,192,168,220,255
138,138,UDP,1489546537724000.0,0.0,1,262.0,0,192,168,220,10,192,168,220,255
138,138,UDP,1489546537724000.0,0.0,1,262.0,0,192,168,220,8,192,168,220,255
445,48888,TCP,1489546538547000.0,0.0,1,70.0,0,192,168,100,5,192,168,220,15
48888,445,TCP,1489546538548000.0,0.0,1,66.0,0,192,168,220,15,192,168,100,5
445,40239,TCP,1489546543590000.0,0.0,1,70.0,0,192,168,100,5,192,168,220,10
40239,445,TCP,1489546543591000.0,0.0,1,66.0,0,192,168,220,10,192,168,100,5
58844,445,TCP,1489546544614000.0,0.002,2,174.0,0,192,168,220,16,192,168,100,5
445,58844,TCP,1489546544615000.0,0.0,1,108.0,0,192,168,100,5,192,168,220,16
51357,8083,TCP,1489546546238000.0,0.0,1,58.0,1,192,168,220,16,192,168,200,5
138,138,UDP,1489546546944000.0,0.0,1,262.0,0,192,168,200,4,192,168,200,255
51357,9081,TCP,1489546547239000.0,0.0,1,58.0,1,192,168,220,16,192,168,200,1
51357,13782,TCP,1489546548240000.0,0.0,1,58.0,1,192,168,220,16,192,168,200,4
51357,1175,TCP,1489546549241000.0,0.0,1,58.0,1,192,168,220,16,192,168,200,9
51146,445,TCP,1489546549684000.0,0.004,2,174.0,0,192,168,220,5,192,168,100,5
445,51146,TCP,1489546549685000.0,0.0,1,108.0,0,192,168,100,5,192,168,220,5
37191,445,TCP,1489546556232000.0,0.002,2,174.0,0,192,168,220,7,192,168,100,5
445,37191,TCP,1489546556233000.0,0.0,1,108.0,0,192,168,100,5,192,168,220,7
52321,445,TCP,1489546557413000.0,0.003,2,174.0,0,192,168,220,14,192,168,100,5
445,52321,TCP,1489546557415000.0,0.0,1,108.0,0,192,168,100,5,192,168,220,14
137,137,UDP,1489546557739000.0,0.0,1,92.0,1,192,168,220,16,192,168,220,255
138,138,UDP,1489546557740000.0,0.0,1,262.0,0,192,168,220,3,192,168,220,255
138,138,UDP,1489546557740000.0,0.0,1,262.0,0,192,168,220,5,192,168,220,255
138,138,UDP,1489546557740000.0,0.0,1,262.0,0,192,168,220,4,192,168,220,255
137,137,UDP,1489546557740000.0,0.0,1,92.0,0,192,168,220,4,192,168,220,255
138,138,UDP,1489546557740000.0,0.0,1,262.0,0,192,168,220,13,192,168,220,255
138,138,UDP,1489546557740000.0,0.0,1,262.0,0,192,168,220,15,192,168,220,255
60689,445,TCP,1489546558723000.0,0.004,2,174.0,0,192,168,220,13,192,168,100,5
445,60689,TCP,1489546558724000.0,0.0,1,108.0,0,192,168,100,5,192,168,220,13
43183,445,TCP,1489546559069000.0,0.003,2,174.0,0,192,168,200,4,192,168,100,5
445,43183,TCP,1489546559070000.0,0.0,1,108.0,0,192,168,100,5,192,168,200,4
51441,25,TCP,1489546564242000.0,0.0,1,58.0,1,192,168,220,16,192,168,200,5
51358,1175,TCP,1489546565244000.0,0.0,1,58.0,1,192,168,220,16,192,168,200,9
445,46808,TCP,1489546570484000.0,0.0,1,70.0,0,192,168,100,5,192,168,200,5
46808,445,TCP,1489546570485000.0,0.0,1,66.0,0,192,168,200,5,192,168,100,5
40239,445,TCP,1489546574342000.0,0.0,2,174.0,0,192,168,220,10,192,168,100,5
445,40239,TCP,1489546574344000.0,0.0,1,108.0,0,192,168,100,5,192,168,220,10
445,37884,TCP,1489546578118000.0,1.342,2,178.0,0,192,168,100,5,192,168,220,9
37884,445,TCP,1489546578119000.0,1.341,3,240.0,0,192,168,220,9,192,168,100,5
51357,4567,TCP,1489546580245000.0,0.0,1,58.0,1,192,168,220,16,192,168,200,9
137,137,UDP,1489546586957000.0,0.0,1,92.0,0,192,168,200,5,192,168,200,255
34743,445,TCP,1489546587182000.0,0.001,2,174.0,0,192,168,220,11,192,168,100,5
445,34743,TCP,1489546587183000.0,0.0,1,108.0,0,192,168,100,5,192,168,220,11
49511,445,TCP,1489546592629000.0,0.001,2,174.0,0,192,168,220,12,192,168,100,5
445,49511,TCP,1489546592630000.0,0.0,1,108.0,0,192,168,100,5,192,168,220,12
51358,4567,TCP,1489546595245000.0,0.0,1,58.0,1,192,168,220,16,192,168,200,9
46709,445,TCP,1489546595375000.0,0.002,2,174.0,0,192,168,220,6,192,168,100,5
445,46709,TCP,1489546595376000.0,0.0,1,108.0,0,192,168,100,5,192,168,220,6
43145,445,TCP,1489546596611000.0,0.004,2,174.0,0,192,168,220,4,192,168,100,5
445,43145,TCP,1489546596612000.0,0.0,1,108.0,0,192,168,100,5,192,168,220,4
49094,445,TCP,1489546597062000.0,0.001,2,174.0,0,192,168,220,8,192,168,100,5
445,49094,TCP,1489546597063000.0,0.0,1,108.0,0,192,168,100,5,192,168,220,8
137,137,UDP,1489546597782000.0,0.0,1,92.0,0,192,168,220,8,192,168,220,255
48888,445,TCP,1489546604694000.0,0.001,2,174.0,0,192,168,220,15,192,168,100,5
445,48888,TCP,1489546604696000.0,0.0,1,108.0,0,192,168,100,5,192,168,220,15
58844,445,TCP,1489546604774000.0,0.001,2,174.0,0,192,168,220,16,192,168,100,5
445,58844,TCP,1489546604775000.0,0.0,1,108.0,0,192,168,100,5,192,168,220,16
445,52321,TCP,1489546604916000.0,0.0,1,70.0,0,192,168,100,5,192,168,220,14
52321,445,TCP,1489546604917000.0,0.0,1,66.0,0,192,168,220,14,192,168,100,5
138,138,UDP,1489546606979000.0,0.0,2,514.0,0,192,168,200,3,192,168,200,255
51146,445,TCP,1489546609845000.0,0.003,2,174.0,0,192,168,220,5,192,168,100,5
445,51146,TCP,1489546609846000.0,0.0,1,108.0,0,192,168,100,5,192,168,220,5
51357,2200,TCP,1489546610247000.0,0.0,1,58.0,1,192,168,220,16,192,168,200,5
51357,1154,TCP,1489546611248000.0,0.0,1,58.0,1,192,168,220,16,192,168,200,1
51357,6101,TCP,1489546612250000.0,0.0,1,58.0,1,192,168,220,16,192,168,200,4
