srcip,dstip,srcport,dstport,proto,td,pkt,byt,label
3232261125.0,3232291850.0,445.0,40239.0,TCP,0.0,1.0,108.0,0
3232291850.0,3232292095.0,137.0,137.0,UDP,0.0,1.0,92.0,0
3232291856.0,3232261126.0,35999.0,80.0,TCP,0.004,5.0,479.0,1
3232291856.0,3232261126.0,33172.0,80.0,TCP,0.003,6.0,545.0,1
3232291856.0,3232261126.0,58631.0,80.0,TCP,0.006,6.0,545.0,1
3232291856.0,3232261126.0,58943.0,80.0,TCP,0.003,5.0,479.0,1
3232261125.0,3232286725.0,445.0,46808.0,TCP,0.0,1.0,108.0,0
3232291856.0,3232261126.0,58418.0,80.0,TCP,0.003,5.0,479.0,1
3232291856.0,3232261126.0,58344.0,80.0,TCP,0.002,5.0,479.0,1
3232291856.0,3232261126.0,60621.0,80.0,TCP,0.004,5.0,479.0,1
3232291856.0,3232261126.0,34880.0,80.0,TCP,0.005,5.0,479.0,1
3232261125.0,3232291846.0,445.0,46709.0,TCP,0.0,1.0,108.0,0
3232291856.0,3232261126.0,56320.0,80.0,TCP,0.003,6.0,545.0,1
3232291856.0,3232286728.0,51357.0,8084.0,TCP,0.0,1.0,58.0,1
3232291850.0,3232292095.0,137.0,137.0,UDP,0.0,1.0,92.0,0
3232291856.0,3232286721.0,51357.0,6689.0,TCP,0.0,1.0,58.0,1
3232291856.0,3232292095.0,138.0,138.0,UDP,0.0,1.0,262.0,0
3232261125.0,3232291846.0,445.0,46709.0,TCP,0.0,1.0,108.0,0
3232291856.0,3232261126.0,59164.0,80.0,TCP,0.006,5.0,479.0,1
3232291856.0,3232261126.0,59968.0,80.0,TCP,0.006,5.0,479.0,1
3232291856.0,3232261126.0,57738.0,80.0,TCP,0.006,5.0,479.0,1
3232291856.0,3232261126.0,58714.0,80.0,TCP,0.004,6.0,545.0,1
3232261125.0,3232291853.0,445.0,60689.0,TCP,0.0,1.0,70.0,0
3232291856.0,3232261126.0,37404.0,80.0,TCP,0.002,5.0,479.0,1
3232261125.0,3232291851.0,445.0,34743.0,TCP,0.0,1.0,108.0,0
3232291856.0,3232261126.0,60794.0,80.0,TCP,0.004,5.0,479.0,1
3232261125.0,3232291846.0,445.0,46709.0,TCP,0.0,1.0,70.0,0
3232291856.0,3232261126.0,58527.0,80.0,TCP,0.003,5.0,479.0,1
3232291856.0,3232261126.0,58353.0,80.0,TCP,0.003,5.0,479.0,1
3232291856.0,3232261126.0,35088.0,80.0,TCP,0.003,5.0,479.0,1
3232291856.0,3232286728.0,51357.0,64611.0,TCP,0.0,1.0,58.0,0
3232291856.0,3232261126.0,59437.0,80.0,TCP,0.005,5.0,479.0,1
3232291856.0,3232261126.0,58311.0,80.0,TCP,0.004,5.0,479.0,1
3232291856.0,3232261126.0,56563.0,80.0,TCP,0.006,5.0,479.0,1
3232291856.0,3232261126.0,59629.0,80.0,TCP,0.003,6.0,545.0,1
3232291856.0,3232286723.0,51357.0,1083.0,TCP,0.0,1.0,58.0,1
3232291856.0,3232261126.0,35201.0,80.0,TCP,0.003,5.0,479.0,1
3232291852.0,3232261125.0,49511.0,445.0,TCP,0.002,2.0,174.0,0
3232291844.0,3232261125.0,43145.0,445.0,TCP,0.004,2.0,174.0,0
3232291853.0,3232261125.0,60689.0,445.0,TCP,0.002,2.0,174.0,0
3232291856.0,3232261126.0,60805.0,80.0,TCP,0.003,5.0,479.0,1
3232291852.0,3232261125.0,49511.0,445.0,TCP,0.005,2.0,174.0,0
3232291856.0,3232261126.0,36620.0,80.0,TCP,0.003,5.0,479.0,1
3232261125.0,3232291846.0,445.0,46709.0,TCP,0.0,1.0,108.0,0
3232291856.0,3232261126.0,59422.0,80.0,TCP,0.004,6.0,545.0,1
3232291850.0,3232292095.0,137.0,137.0,UDP,0.0,1.0,92.0,0
3232261125.0,3232291846.0,445.0,46709.0,TCP,0.0,1.0,108.0,0
3232291856.0,3232286729.0,51357.0,668.0,TCP,0.0,1.0,58.0,1
3232291856.0,3232261126.0,56923.0,80.0,TCP,0.003,6.0,545.0,1
3232291854.0,3232261125.0,52321.0,445.0,TCP,0.002,2.0,174.0,0
3232291856.0,3232261126.0,59834.0,80.0,TCP,0.005,5.0,479.0,1
3232291856.0,3232261126.0,35247.0,80.0,TCP,0.003,5.0,479.0,1
3232291852.0,3232261125.0,49511.0,445.0,TCP,0.006,2.0,174.0,0
3232261125.0,3232291846.0,445.0,46709.0,TCP,0.0,1.0,108.0,0
3232291856.0,3232261126.0,58804.0,80.0,TCP,0.006,6.0,545.0,1
3232261125.0,3232291850.0,445.0,40239.0,TCP,0.0,1.0,70.0,0
3232291856.0,3232261126.0,60371.0,80.0,TCP,0.003,5.0,479.0,1
3232261125.0,3232291844.0,445.0,43145.0,TCP,0.0,1.0,108.0,0
3232291856.0,3232286729.0,51357.0,5102.0,TCP,0.0,1.0,58.0,1
3232291856.0,3232261126.0,36422.0,80.0,TCP,0.005,5.0,479.0,1
3232291856.0,3232261125.0,58844.0,445.0,TCP,0.0,1.0,66.0,0
3232261125.0,3232286724.0,445.0,43183.0,TCP,0.0,1.0,108.0,0
3232261125.0,3232286725.0,445.0,46808.0,TCP,0.0,1.0,70.0,0
3232291852.0,3232261125.0,49511.0,445.0,TCP,0.003,2.0,174.0,0
3232291844.0,3232261125.0,43145.0,445.0,TCP,0.004,2.0,174.0,0
3232291844.0,3232261125.0,43145.0,445.0,TCP,0.004,2.0,174.0,0
3232291845.0,3232261125.0,51146.0,445.0,TCP,0.005,2.0,174.0,0
3232291856.0,3232261126.0,34924.0,80.0,TCP,0.006,5.0,479.0,1
3232291856.0,3232261126.0,60648.0,80.0,TCP,0.004,6.0,545.0,1
3232261125.0,3232291852.0,445.0,49511.0,TCP,0.0,1.0,108.0,0
3232291856.0,3232261126.0,59136.0,80.0,TCP,0.004,6.0,545.0,1
3232291845.0,3232261125.0,51146.0,445.0,TCP,0.002,2.0,174.0,0
3232291856.0,3232286729.0,51357.0,8082.0,TCP,0.0,1.0,58.0,1
3232291856.0,3232261126.0,60494.0,80.0,TCP,0.004,5.0,479.0,1
3232291846.0,3232261125.0,46709.0,445.0,TCP,0.005,2.0,174.0,0
3232291850.0,3232261125.0,40239.0,445.0,TCP,0.003,2.0,174.0,0
3232261125.0,3232291847.0,445.0,37191.0,TCP,0.0,1.0,108.0,0
3232291856.0,3232261126.0,60709.0,80.0,TCP,0.006,6.0,545.0,1
3232291856.0,3232261126.0,34199.0,80.0,TCP,0.006,5.0,479.0,1
3232286724.0,3232286975.0,137.0,137.0,UDP,0.0,1.0,92.0,0
3232291856.0,3232261126.0,60832.0,80.0,TCP,0.002,5.0,479.0,1
3232291856.0,3232286725.0,445.0,46709.0,TCP,0.0,1.0,108.0,0
3232291844.0,3232261125.0,43145.0,445.0,TCP,0.002,2.0,174.0,0
3232291856.0,3232261126.0,59094.0,80.0,TCP,0.003,6.0,545.0,1
3232291846.0,3232261125.0,46709.0,445.0,TCP,0.012,3.0,240.0,0
3232291856.0,3232261126.0,59670.0,80.0,TCP,0.003,5.0,479.0,1
3232261125.0,3232291853.0,445.0,60689.0,TCP,0.0,1.0,108.0,0
3232261125.0,3232291852.0,445.0,49511.0,TCP,0.0,1.0,70.0,0
3232261125.0,3232291845.0,445.0,51146.0,TCP,0.0,1.0,108.0,0
3232261125.0,3232286725.0,445.0,46808.0,TCP,0.0,1.0,108.0,0
3232261125.0,3232291852.0,445.0,49511.0,TCP,0.0,1.0,108.0,0
3232291856.0,3232261126.0,36862.0,80.0,TCP,0.005,5.0,479.0,1
3232291856.0,3232261126.0,33241.0,80.0,TCP,0.002,5.0,479.0,1
3232291844.0,3232261125.0,43145.0,445.0,TCP,0.005,2.0,174.0,0
3232261125.0,3232291847.0,445.0,37191.0,TCP,0.0,1.0,108.0,0
3232261125.0,3232291847.0,445.0,37191.0,TCP,0.0,1.0,108.0,0
3232291856.0,3232261126.0,58408.0,80.0,TCP,0.004,6.0,545.0,1
3232291844.0,3232261125.0,43145.0,445.0,TCP,0.004,2.0,174.0,0
3232291847.0,3232261125.0,37191.0,445.0,TCP,0.002,2.0,174.0,0
3232261125.0,3232291855.0,445.0,48888.0,TCP,0.0,1.0,108.0,0
3232291854.0,3232292095.0,137.0,137.0,UDP,0.0,1.0,92.0,0
3232261125.0,3232291853.0,445.0,60689.0,TCP,0.0,1.0,108.0,0
3232291856.0,3232261126.0,59868.0,80.0,TCP,0.003,5.0,479.0,1
3232291856.0,3232261126.0,57575.0,80.0,TCP,0.005,6.0,545.0,1
3232291856.0,3232261126.0,57880.0,80.0,TCP,0.005,6.0,545.0,1
3232291853.0,3232261125.0,60689.0,445.0,TCP,0.004,2.0,174.0,0
3232291856.0,3232261126.0,59808.0,80.0,TCP,0.005,6.0,545.0,1
3232291856.0,3232261126.0,57934.0,80.0,TCP,0.004,5.0,479.0,1
3232291856.0,3232261126.0,60727.0,80.0,TCP,0.004,5.0,479.0,1
3232291844.0,3232261125.0,43145.0,445.0,TCP,0.003,2.0,174.0,0
3232291849.0,3232261125.0,37884.0,445.0,TCP,0.0,1.0,66.0,0
3232261125.0,3232291850.0,445.0,40239.0,TCP,0.0,1.0,108.0,0
3232261125.0,3232291852.0,445.0,49511.0,TCP,0.0,1.0,108.0,0
3232291856.0,3232261126.0,58027.0,80.0,TCP,0.006,5.0,479.0,1
3232261125.0,3232286725.0,445.0,46808.0,TCP,0.0,1.0,108.0,0
3232291856.0,3232261126.0,57300.0,80.0,TCP,0.003,6.0,545.0,1
3232291856.0,3232261126.0,56449.0,80.0,TCP,0.004,6.0,545.0,1
3232291856.0,3232261126.0,60645.0,80.0,TCP,0.002,6.0,545.0,1
3232261125.0,3232286725.0,445.0,46808.0,TCP,0.0,1.0,108.0,0
3232291856.0,3232261126.0,60553.0,80.0,TCP,0.0069999999999999,6.0,545.0,1
3232291852.0,3232261125.0,49511.0,445.0,TCP,0.003,2.0,174.0,0
3232261125.0,3232291845.0,445.0,51146.0,TCP,0.0,1.0,108.0,0
3232291856.0,3232261126.0,34487.0,80.0,TCP,0.004,6.0,545.0,1
3232261125.0,3232286724.0,445.0,43183.0,TCP,0.0,1.0,108.0,0
3232261125.0,3232291849.0,445.0,37884.0,TCP,0.0,1.0,108.0,0
3232261125.0,3232286725.0,445.0,46808.0,TCP,0.0,1.0,108.0,0
3232261125.0,3232291845.0,445.0,51146.0,TCP,0.0,1.0,108.0,0
3232291856.0,3232261126.0,60780.0,80.0,TCP,0.006,5.0,479.0,1
3232291856.0,3232261126.0,58405.0,80.0,TCP,0.006,6.0,545.0,1
3232291853.0,3232261125.0,60689.0,445.0,TCP,0.0,1.0,66.0,0
3232291856.0,3232261126.0,60233.0,80.0,TCP,0.004,5.0,479.0,1
3232291852.0,3232292095.0,137.0,137.0,UDP,0.0,1.0,92.0,0
3232291846.0,3232261125.0,46709.0,445.0,TCP,0.0,1.0,66.0,0
3232261125.0,3232286725.0,445.0,46808.0,TCP,0.0,1.0,108.0,0
3232291856.0,3232261126.0,33732.0,80.0,TCP,0.0069999999999999,5.0,479.0,1
3232261125.0,3232291844.0,445.0,43145.0,TCP,0.0,1.0,108.0,0
3232291846.0,3232261125.0,46709.0,445.0,TCP,0.002,2.0,174.0,0
3232291856.0,3232261126.0,56499.0,80.0,TCP,0.004,5.0,479.0,1
3232291856.0,3232261126.0,57780.0,80.0,TCP,0.004,5.0,479.0,1
3232291856.0,3232261126.0,58355.0,80.0,TCP,0.004,5.0,479.0,1
3232291856.0,3232261126.0,60679.0,80.0,TCP,0.006,5.0,479.0,1
3232291856.0,3232261126.0,60741.0,80.0,TCP,0.004,6.0,545.0,1
3232291856.0,3232261126.0,57994.0,80.0,TCP,0.002,6.0,545.0,1
3232261125.0,3232291844.0,445.0,43145.0,TCP,0.0,1.0,70.0,0
3232261125.0,3232291849.0,445.0,37884.0,TCP,0.0,1.0,108.0,0
3232291856.0,3232261126.0,59901.0,80.0,TCP,0.003,5.0,479.0,1
3232291846.0,3232261125.0,46709.0,445.0,TCP,0.003,2.0,174.0,0
3232261125.0,3232291854.0,445.0,52321.0,TCP,0.0,1.0,108.0,0
3232291856.0,3232286728.0,51357.0,1064.0,TCP,0.0,1.0,58.0,1
3232291856.0,3232261126.0,60563.0,80.0,TCP,0.004,5.0,479.0,1
3232291845.0,3232292095.0,137.0,137.0,UDP,0.0,1.0,92.0,0
3232261125.0,3232291850.0,445.0,40239.0,TCP,0.0,1.0,108.0,0
3232261125.0,3232291847.0,445.0,37191.0,TCP,0.0,1.0,70.0,0
3232291856.0,3232261126.0,60683.0,80.0,TCP,0.006,5.0,479.0,1
3232291856.0,3232261126.0,59868.0,80.0,TCP,0.004,5.0,479.0,1
3232261125.0,3232291844.0,445.0,43145.0,TCP,0.0,1.0,108.0,0
3232291856.0,3232261125.0,58844.0,445.0,TCP,0.002,2.0,174.0,0
3232291856.0,3232261126.0,58235.0,80.0,TCP,0.003,5.0,479.0,1
3232261125.0,3232291847.0,445.0,37191.0,TCP,0.0,1.0,108.0,0
3232291849.0,3232261125.0,37884.0,445.0,TCP,0.006,2.0,174.0,0
3232286725.0,3232261125.0,46808.0,445.0,TCP,0.005,2.0,174.0,0
3232261125.0,3232291856.0,445.0,58844.0,TCP,0.0,1.0,70.0,0
3232291856.0,3232261126.0,60429.0,80.0,TCP,0.005,5.0,479.0,1
3232291856.0,3232286723.0,51357.0,5822.0,TCP,0.0,1.0,58.0,1
3232291856.0,3232261126.0,58235.0,80.0,TCP,0.006,6.0,545.0,1
3232291849.0,3232292095.0,137.0,137.0,UDP,0.0,1.0,92.0,0
3232291856.0,3232261125.0,58844.0,445.0,TCP,0.002,2.0,174.0,0
3232291856.0,3232261126.0,57750.0,80.0,TCP,0.006,5.0,479.0,1
3232291856.0,3232261126.0,59875.0,80.0,TCP,0.003,5.0,479.0,1
3232261125.0,3232291848.0,445.0,49094.0,TCP,0.0,1.0,108.0,0
3232261125.0,3232291847.0,445.0,37191.0,TCP,0.0,1.0,108.0,0
3232291856.0,3232261126.0,55308.0,80.0,TCP,0.006,6.0,545.0,1
3232261125.0,3232291844.0,445.0,43145.0,TCP,0.0,1.0,108.0,0
3232291856.0,3232261126.0,32841.0,80.0,TCP,0.004,5.0,479.0,1
3232291847.0,3232261125.0,37191.0,445.0,TCP,0.004,2.0,174.0,0
3232291848.0,3232261125.0,49094.0,445.0,TCP,0.003,2.0,174.0,0
3232291844.0,3232261125.0,43145.0,445.0,TCP,0.003,2.0,174.0,0
3232291856.0,3232261126.0,34465.0,80.0,TCP,0.003,5.0,479.0,1
3232291856.0,3232261126.0,34931.0,80.0,TCP,0.005,5.0,479.0,1
3232291856.0,3232261126.0,58061.0,80.0,TCP,0.003,5.0,479.0,1
3232291856.0,3232261126.0,59615.0,80.0,TCP,0.004,5.0,479.0,1
3232261125.0,3232291845.0,445.0,51146.0,TCP,0.0,1.0,108.0,0
3232261125.0,3232291852.0,445.0,49511.0,TCP,0.0,1.0,108.0,0
3232291849.0,3232261125.0,37884.0,445.0,TCP,0.002,2.0,174.0,0
3232291856.0,3232261126.0,58284.0,80.0,TCP,0.004,5.0,479.0,1
3232291856.0,3232261126.0,59989.0,80.0,TCP,0.004,6.0,545.0,1
3232261125.0,3232291850.0,445.0,40239.0,TCP,0.0,1.0,108.0,0
3232261125.0,3232291849.0,445.0,37884.0,TCP,0.0,1.0,108.0,0
3232286724.0,3232261125.0,43183.0,445.0,TCP,0.003,2.0,174.0,0
3232291856.0,3232261126.0,37268.0,80.0,TCP,0.003,5.0,479.0,1
3232291856.0,3232286728.0,51358.0,3801.0,TCP,0.0,1.0,58.0,1
3232291856.0,3232261126.0,59918.0,80.0,TCP,0.004,6.0,545.0,1
3232291856.0,3232261126.0,56639.0,80.0,TCP,0.002,5.0,479.0,1
3232291856.0,3232261126.0,58333.0,80.0,TCP,0.0069999999999999,5.0,479.0,1
3232261125.0,3232291849.0,445.0,37884.0,TCP,0.0,1.0,108.0,0
3232261125.0,3232291850.0,445.0,40239.0,TCP,0.0,1.0,108.0,0
3232291856.0,3232261126.0,58372.0,80.0,TCP,0.005,6.0,545.0,1
3232291851.0,3232261125.0,34743.0,445.0,TCP,0.004,2.0,174.0,0
3232291848.0,3232261125.0,49094.0,445.0,TCP,0.003,2.0,174.0,0
3232261125.0,3232291846.0,445.0,46709.0,TCP,0.0,1.0,70.0,0
3232291846.0,3232261125.0,46709.0,445.0,TCP,0.004,2.0,174.0,0
3232291856.0,3232261126.0,57994.0,80.0,TCP,0.004,5.0,479.0,1
3232291856.0,3232261126.0,58386.0,80.0,TCP,0.006,6.0,545.0,1
3232291856.0,3232261126.0,58837.0,80.0,TCP,0.003,5.0,479.0,1
3232261125.0,3232286725.0,445.0,46808.0,TCP,0.0,1.0,108.0,0
3232261125.0,3232291856.0,445.0,58844.0,TCP,0.0,1.0,70.0,0
3232261125.0,3232291850.0,445.0,40239.0,TCP,0.0,1.0,70.0,0
3232291850.0,3232292095.0,137.0,137.0,UDP,0.0,1.0,92.0,0
3232291856.0,3232261126.0,35458.0,80.0,TCP,0.005,5.0,479.0,1
3232291856.0,3232261126.0,57331.0,80.0,TCP,0.005,5.0,479.0,1
3232291850.0,3232261125.0,40239.0,445.0,TCP,0.005,2.0,174.0,0
3232291856.0,3232286725.0,51357.0,5801.0,TCP,0.0,1.0,58.0,1
3232291852.0,3232261125.0,49511.0,445.0,TCP,0.001,2.0,174.0,0
3232291856.0,3232261126.0,55765.0,80.0,TCP,0.002,5.0,479.0,1
3232286724.0,3232261125.0,43183.0,445.0,TCP,0.0,1.0,66.0,0
3232291856.0,3232261126.0,56709.0,80.0,TCP,0.005,5.0,479.0,1
3232291856.0,3232286722.0,51357.0,8383.0,TCP,0.0,1.0,58.0,1
3232291856.0,3232261126.0,58836.0,80.0,TCP,0.006,5.0,479.0,1
3232291856.0,3232261126.0,59174.0,80.0,TCP,0.003,5.0,479.0,1
3232291856.0,3232261126.0,34196.0,80.0,TCP,0.005,5.0,479.0,1
3232291856.0,3232261126.0,34279.0,80.0,TCP,0.005,5.0,479.0,1
3232291846.0,3232292095.0,137.0,137.0,UDP,0.0,1.0,92.0,0
3232291856.0,3232286721.0,51357.0,2608.0,TCP,0.0,1.0,58.0,1
3232291856.0,3232261126.0,55747.0,80.0,TCP,0.004,5.0,479.0,1
3232291855.0,3232261125.0,48888.0,445.0,TCP,0.002,2.0,174.0,0
3232291852.0,3232261125.0,49511.0,445.0,TCP,0.003,2.0,174.0,0
3232291856.0,3232261126.0,36234.0,80.0,TCP,0.004,5.0,479.0,1
3232291856.0,3232261126.0,35572.0,80.0,TCP,0.004,5.0,479.0,1
3232291856.0,3232261126.0,37208.0,80.0,TCP,0.004,5.0,479.0,1
3232291856.0,3232261126.0,33596.0,80.0,TCP,0.005,5.0,479.0,1
3232291856.0,3232261126.0,59417.0,80.0,TCP,0.004,6.0,545.0,1
3232261125.0,3232291856.0,445.0,58844.0,TCP,0.0,1.0,108.0,0
3232291856.0,3232261126.0,35308.0,80.0,TCP,0.004,5.0,479.0,1
3232261125.0,3232291846.0,445.0,46709.0,TCP,0.0,1.0,108.0,0
3232261125.0,3232291844.0,445.0,43145.0,TCP,0.0,1.0,108.0,0
3232261125.0,3232291856.0,445.0,58844.0,TCP,0.0,1.0,108.0,0
3232291856.0,3232261126.0,33994.0,80.0,TCP,0.004,5.0,479.0,1
3232261125.0,3232291844.0,445.0,43145.0,TCP,0.0,1.0,108.0,0
3232291856.0,3232286723.0,51357.0,1045.0,TCP,0.0,1.0,58.0,1
3232261125.0,3232291852.0,445.0,49511.0,TCP,0.0,1.0,108.0,0
3232291856.0,3232261126.0,59621.0,80.0,TCP,0.006,6.0,545.0,1
3232291856.0,3232261126.0,60032.0,80.0,TCP,0.003,5.0,479.0,1
3232261125.0,3232291846.0,445.0,46709.0,TCP,0.0,1.0,108.0,0
3232261125.0,3232291855.0,445.0,48888.0,TCP,0.0,1.0,108.0,0
3232291856.0,3232261126.0,56372.0,80.0,TCP,0.004,5.0,479.0,1
3232291856.0,3232261126.0,59704.0,80.0,TCP,0.003,5.0,479.0,1
3232261125.0,3232286724.0,445.0,43183.0,TCP,0.0,1.0,108.0,0
3232261125.0,3232291852.0,445.0,49511.0,TCP,0.0,1.0,108.0,0
3232291856.0,3232286722.0,51357.0,617.0,TCP,0.0,1.0,58.0,1
3232291856.0,3232261126.0,58855.0,80.0,TCP,0.004,6.0,545.0,1
3232261125.0,3232291853.0,445.0,60689.0,TCP,0.0,1.0,108.0,0
3232291856.0,3232261126.0,33437.0,80.0,TCP,0.003,6.0,545.0,1
3232291847.0,3232261125.0,37191.0,445.0,TCP,0.0,1.0,66.0,0
3232291856.0,3232286729.0,51357.0,49176.0,TCP,0.0,1.0,58.0,1
3232291856.0,3232261126.0,58385.0,80.0,TCP,0.004,5.0,479.0,1
3232291848.0,3232261125.0,49094.0,445.0,TCP,0.005,2.0,174.0,0
3232261125.0,3232291852.0,445.0,49511.0,TCP,0.0,1.0,108.0,0
3232291856.0,3232261126.0,34843.0,80.0,TCP,0.003,5.0,479.0,1
3232261125.0,3232291852.0,445.0,49511.0,TCP,0.0,1.0,108.0,0
3232291856.0,3232261126.0,55917.0,80.0,TCP,0.006,5.0,479.0,1
3232291845.0,3232261125.0,51146.0,445.0,TCP,0.004,2.0,174.0,0
3232291856.0,3232261126.0,35663.0,80.0,TCP,0.005,5.0,479.0,1
3232261125.0,3232291856.0,445.0,58844.0,TCP,0.0,1.0,108.0,0
3232261125.0,3232291851.0,445.0,34743.0,TCP,0.0,1.0,108.0,0
3232261125.0,3232291853.0,445.0,60689.0,TCP,0.0,1.0,108.0,0
3232291856.0,3232261126.0,58089.0,80.0,TCP,0.004,5.0,479.0,1
3232291856.0,3232261126.0,59912.0,80.0,TCP,0.005,5.0,479.0,1
3232291856.0,3232261126.0,59738.0,80.0,TCP,0.006,5.0,479.0,1
3232261125.0,3232291846.0,445.0,46709.0,TCP,0.0,1.0,108.0,0
3232291856.0,3232286721.0,51357.0,514.0,TCP,0.0,1.0,58.0,1
3232261125.0,3232291844.0,445.0,43145.0,TCP,0.0,1.0,108.0,0
3232291853.0,3232292095.0,137.0,137.0,UDP,0.0,1.0,92.0,0
3232291845.0,3232261125.0,51146.0,445.0,TCP,0.001,2.0,174.0,0
3232291856.0,3232261126.0,59867.0,80.0,TCP,0.0069999999999999,6.0,545.0,1
3232261125.0,3232291852.0,445.0,49511.0,TCP,0.0,1.0,108.0,0
3232261125.0,3232291845.0,445.0,51146.0,TCP,0.0,1.0,108.0,0
3232291856.0,3232261126.0,35803.0,80.0,TCP,0.002,5.0,479.0,1
3232291845.0,3232261125.0,51146.0,445.0,TCP,0.002,2.0,174.0,0
3232261125.0,3232291845.0,445.0,51146.0,TCP,0.0,1.0,108.0,0
3232291856.0,3232261126.0,36019.0,80.0,TCP,0.003,5.0,479.0,1
3232261125.0,3232291845.0,445.0,51146.0,TCP,0.0,1.0,108.0,0
3232291856.0,3232261126.0,37283.0,80.0,TCP,0.005,5.0,479.0,1
3232291856.0,3232261126.0,57822.0,80.0,TCP,0.004,5.0,479.0,1
3232291845.0,3232261124.0,54296.0,587.0,TCP,0.003,7.0,1566.0,0
3232291856.0,3232261126.0,59621.0,80.0,TCP,0.003,5.0,479.0,1
3232261125.0,3232291851.0,445.0,34743.0,TCP,0.0,1.0,108.0,0
3232291856.0,3232261126.0,59076.0,80.0,TCP,0.006,5.0,479.0,1
3232291856.0,3232261126.0,60450.0,80.0,TCP,0.006,5.0,479.0,1
3232291856.0,3232261126.0,56958.0,80.0,TCP,0.003,5.0,479.0,1
3232291848.0,3232261125.0,49094.0,445.0,TCP,0.003,2.0,174.0,0
3232291856.0,3232261126.0,57762.0,80.0,TCP,0.004,5.0,479.0,1
3232291856.0,3232261126.0,60275.0,80.0,TCP,0.006,5.0,479.0,1
3232261125.0,3232291854.0,445.0,52321.0,TCP,0.0,1.0,108.0,0
3232291856.0,3232261126.0,58255.0,80.0,TCP,0.005,5.0,479.0,1
3232291856.0,3232261126.0,59048.0,80.0,TCP,0.003,5.0,479.0,1
3232261125.0,3232286725.0,445.0,46808.0,TCP,0.0,1.0,108.0,0
3232291856.0,3232261126.0,60940.0,80.0,TCP,0.004,5.0,479.0,1
3232291856.0,3232261125.0,58844.0,445.0,TCP,0.003,2.0,174.0,0
3232261125.0,3232291844.0,445.0,43145.0,TCP,0.0,1.0,108.0,0
3232291854.0,3232261125.0,52321.0,445.0,TCP,0.005,2.0,174.0,0
3232291848.0,3232261125.0,49094.0,445.0,TCP,0.004,2.0,174.0,0
3232291856.0,3232261126.0,35292.0,80.0,TCP,0.005,5.0,479.0,1
3232291856.0,3232261126.0,33505.0,80.0,TCP,0.006,6.0,545.0,1
3232291856.0,3232261126.0,59628.0,80.0,TCP,0.004,6.0,545.0,1
3232291856.0,3232286721.0,51357.0,5004.0,TCP,0.0,1.0,58.0,1
3232261125.0,3232291844.0,445.0,43145.0,TCP,0.0,1.0,108.0,0
3232291856.0,3232261126.0,36283.0,80.0,TCP,0.004,5.0,479.0,1
3232291856.0,3232261126.0,59840.0,80.0,TCP,0.003,5.0,479.0,1
3232261125.0,3232291856.0,445.0,58844.0,TCP,0.0,1.0,108.0,0
3232291856.0,3232286728.0,51357.0,1047.0,TCP,0.0,1.0,58.0,1
3232261125.0,3232291846.0,445.0,46709.0,TCP,0.0,1.0,108.0,0
3232291853.0,3232261125.0,60689.0,445.0,TCP,0.005,2.0,174.0,1
3232291856.0,3232286723.0,51477.0,25.0,TCP,0.0,1.0,58.0,1
3232291850.0,3232292095.0,138.0,138.0,UDP,0.0,1.0,262.0,0
3232291856.0,3232261126.0,56185.0,80.0,TCP,0.006,6.0,545.0,1
3232291856.0,3232261126.0,59255.0,80.0,TCP,0.005,5.0,479.0,1
3232291856.0,3232289285.0,46756.0,1056.0,TCP,0.0,1.0,58.0,1
3232291856.0,3232261126.0,35379.0,80.0,TCP,0.003,5.0,479.0,1
3232291856.0,3232261126.0,35562.0,80.0,TCP,0.003,6.0,545.0,1
3232291848.0,3232261125.0,49094.0,445.0,TCP,0.001,2.0,174.0,0
3232261125.0,3232291846.0,445.0,46709.0,TCP,0.0,1.0,108.0,0
3232291854.0,3232292095.0,137.0,137.0,UDP,0.0,1.0,92.0,0
3232291852.0,3232261125.0,49511.0,445.0,TCP,0.005,2.0,174.0,0
3232291856.0,3232261126.0,58299.0,80.0,TCP,0.005,5.0,479.0,1
3232291856.0,3232261126.0,59106.0,80.0,TCP,0.004,5.0,479.0,1
3232291856.0,3232261126.0,35198.0,80.0,TCP,0.003,5.0,479.0,1
3232291856.0,3232261126.0,35296.0,80.0,TCP,0.003,5.0,479.0,1
3232291856.0,3232261126.0,56904.0,80.0,TCP,0.0069999999999999,5.0,479.0,1
3232291848.0,3232261125.0,49094.0,445.0,TCP,0.003,2.0,174.0,0
3232261125.0,3232291844.0,445.0,43145.0,TCP,0.0,1.0,108.0,0
3232291847.0,3232261125.0,37191.0,445.0,TCP,0.002,2.0,174.0,0
3232261125.0,3232286724.0,445.0,43183.0,TCP,0.0,1.0,108.0,0
3232261125.0,3232291849.0,445.0,37884.0,TCP,0.0,1.0,108.0,0
3232291856.0,3232261126.0,59982.0,80.0,TCP,0.004,5.0,479.0,1
3232291849.0,3232261125.0,37884.0,445.0,TCP,0.004,2.0,174.0,0
3232291856.0,3232261126.0,59673.0,80.0,TCP,0.004,5.0,479.0,1
3232261125.0,3232291851.0,445.0,34743.0,TCP,0.0,1.0,108.0,0
3232261125.0,3232291844.0,445.0,43145.0,TCP,0.0,1.0,108.0,0
3232291856.0,3232261126.0,36431.0,80.0,TCP,0.003,5.0,479.0,1
3232291856.0,3232289281.0,46755.0,52822.0,TCP,0.0,1.0,58.0,1
