srcport,dstport,proto,td,pkt,byt,label,srcip_1,srcip_2,srcip_3,srcip_4,dstip_1,dstip_2,dstip_3,dstip_4
60429.0,80.0,TCP,0.005,5.0,479.0,1,192,168,220,16,192,168,100,6
51357.0,5822.0,TCP,0.0,1.0,58.0,1,192,168,220,16,192,168,200,3
58235.0,80.0,TCP,0.006,6.0,545.0,1,192,168,220,16,192,168,100,6
137.0,137.0,UDP,0.0,1.0,92.0,0,192,168,220,9,192,168,220,255
58844.0,445.0,TCP,0.002,2.0,174.0,0,192,168,220,16,192,168,100,5
57750.0,80.0,TCP,0.006,5.0,479.0,1,192,168,220,16,192,168,100,6
59875.0,80.0,TCP,0.003,5.0,479.0,1,192,168,220,16,192,168,100,6
445.0,49094.0,TCP,0.0,1.0,108.0,0,192,168,100,5,192,168,220,8
445.0,37191.0,TCP,0.0,1.0,108.0,0,192,168,100,5,192,168,220,7
55308.0,80.0,TCP,0.006,6.0,545.0,1,192,168,220,16,192,168,100,6
445.0,43145.0,TCP,0.0,1.0,108.0,0,192,168,100,5,192,168,220,4
32841.0,80.0,TCP,0.004,5.0,479.0,1,192,168,220,16,192,168,100,6
37191.0,445.0,TCP,0.004,2.0,174.0,0,192,168,220,7,192,168,100,5
49094.0,445.0,TCP,0.003,2.0,174.0,0,192,168,220,8,192,168,100,5
43145.0,445.0,TCP,0.003,2.0,174.0,0,192,168,220,4,192,168,100,5
34465.0,80.0,TCP,0.003,5.0,479.0,1,192,168,220,16,192,168,100,6
34931.0,80.0,TCP,0.005,5.0,479.0,1,192,168,220,16,192,168,100,6
58061.0,80.0,TCP,0.003,5.0,479.0,1,192,168,220,16,192,168,100,6
59615.0,80.0,TCP,0.004,5.0,479.0,1,192,168,220,16,192,168,100,6
445.0,51146.0,TCP,0.0,1.0,108.0,0,192,168,100,5,192,168,220,5
445.0,49511.0,TCP,0.0,1.0,108.0,0,192,168,100,5,192,168,220,12
37884.0,445.0,TCP,0.002,2.0,174.0,0,192,168,220,9,192,168,100,5
58284.0,80.0,TCP,0.004,5.0,479.0,1,192,168,220,16,192,168,100,6
59989.0,80.0,TCP,0.004,6.0,545.0,1,192,168,220,16,192,168,100,6
445.0,40239.0,TCP,0.0,1.0,108.0,0,192,168,100,5,192,168,220,10
445.0,37884.0,TCP,0.0,1.0,108.0,0,192,168,100,5,192,168,220,9
43183.0,445.0,TCP,0.003,2.0,174.0,0,192,168,200,4,192,168,100,5
37268.0,80.0,TCP,0.003,5.0,479.0,1,192,168,220,16,192,168,100,6
51358.0,3801.0,TCP,0.0,1.0,58.0,1,192,168,220,16,192,168,200,8
59918.0,80.0,TCP,0.004,6.0,545.0,1,192,168,220,16,192,168,100,6
56639.0,80.0,TCP,0.002,5.0,479.0,1,192,168,220,16,192,168,100,6
58333.0,80.0,TCP,0.0069999999999999,5.0,479.0,1,192,168,220,16,192,168,100,6
445.0,37884.0,TCP,0.0,1.0,108.0,0,192,168,100,5,192,168,220,9
445.0,40239.0,TCP,0.0,1.0,108.0,0,192,168,100,5,192,168,220,10
58372.0,80.0,TCP,0.005,6.0,545.0,1,192,168,220,16,192,168,100,6
34743.0,445.0,TCP,0.004,2.0,174.0,0,192,168,220,11,192,168,100,5
49094.0,445.0,TCP,0.003,2.0,174.0,0,192,168,220,8,192,168,100,5
445.0,46709.0,TCP,0.0,1.0,70.0,0,192,168,100,5,192,168,220,6
46709.0,445.0,TCP,0.004,2.0,174.0,0,192,168,220,6,192,168,100,5
57994.0,80.0,TCP,0.004,5.0,479.0,1,192,168,220,16,192,168,100,6
58386.0,80.0,TCP,0.006,6.0,545.0,1,192,168,220,16,192,168,100,6
58837.0,80.0,TCP,0.003,5.0,479.0,1,192,168,220,16,192,168,100,6
445.0,46808.0,TCP,0.0,1.0,108.0,0,192,168,100,5,192,168,200,5
445.0,58844.0,TCP,0.0,1.0,70.0,0,192,168,100,5,192,168,220,16
445.0,40239.0,TCP,0.0,1.0,70.0,0,192,168,100,5,192,168,220,10
137.0,137.0,UDP,0.0,1.0,92.0,0,192,168,220,10,192,168,220,255
35458.0,80.0,TCP,0.005,5.0,479.0,1,192,168,220,16,192,168,100,6
57331.0,80.0,TCP,0.005,5.0,479.0,1,192,168,220,16,192,168,100,6
40239.0,445.0,TCP,0.005,2.0,174.0,0,192,168,220,10,192,168,100,5
51357.0,5801.0,TCP,0.0,1.0,58.0,1,192,168,220,16,192,168,200,5
49511.0,445.0,TCP,0.001,2.0,174.0,0,192,168,220,12,192,168,100,5
55765.0,80.0,TCP,0.002,5.0,479.0,1,192,168,220,16,192,168,100,6
43183.0,445.0,TCP,0.0,1.0,66.0,0,192,168,200,4,192,168,100,5
56709.0,80.0,TCP,0.005,5.0,479.0,1,192,168,220,16,192,168,100,6
51357.0,8383.0,TCP,0.0,1.0,58.0,1,192,168,220,16,192,168,200,2
58836.0,80.0,TCP,0.006,5.0,479.0,1,192,168,220,16,192,168,100,6
59174.0,80.0,TCP,0.003,5.0,479.0,1,192,168,220,16,192,168,100,6
34196.0,80.0,TCP,0.005,5.0,479.0,1,192,168,220,16,192,168,100,6
34279.0,80.0,TCP,0.005,5.0,479.0,1,192,168,220,16,192,168,100,6
137.0,137.0,UDP,0.0,1.0,92.0,0,192,168,220,6,192,168,220,255
51357.0,2608.0,TCP,0.0,1.0,58.0,1,192,168,220,16,192,168,200,1
55747.0,80.0,TCP,0.004,5.0,479.0,1,192,168,220,16,192,168,100,6
48888.0,445.0,TCP,0.002,2.0,174.0,0,192,168,220,15,192,168,100,5
49511.0,445.0,TCP,0.003,2.0,174.0,0,192,168,220,12,192,168,100,5
36234.0,80.0,TCP,0.004,5.0,479.0,1,192,168,220,16,192,168,100,6
35572.0,80.0,TCP,0.004,5.0,479.0,1,192,168,220,16,192,168,100,6
37208.0,80.0,TCP,0.004,5.0,479.0,1,192,168,220,16,192,168,100,6
33596.0,80.0,TCP,0.005,5.0,479.0,1,192,168,220,16,192,168,100,6
59417.0,80.0,TCP,0.004,6.0,545.0,1,192,168,220,16,192,168,100,6
445.0,58844.0,TCP,0.0,1.0,108.0,0,192,168,100,5,192,168,220,16
35308.0,80.0,TCP,0.004,5.0,479.0,1,192,168,220,16,192,168,100,6
445.0,46709.0,TCP,0.0,1.0,108.0,0,192,168,100,5,192,168,220,6
445.0,43145.0,TCP,0.0,1.0,108.0,0,192,168,100,5,192,168,220,4
445.0,58844.0,TCP,0.0,1.0,108.0,0,192,168,100,5,192,168,220,16
33994.0,80.0,TCP,0.004,5.0,479.0,1,192,168,220,16,192,168,100,6
445.0,43145.0,TCP,0.0,1.0,108.0,0,192,168,100,5,192,168,220,4
51357.0,1045.0,TCP,0.0,1.0,58.0,1,192,168,220,16,192,168,200,3
445.0,49511.0,TCP,0.0,1.0,108.0,0,192,168,100,5,192,168,220,12
59621.0,80.0,TCP,0.006,6.0,545.0,1,192,168,220,16,192,168,100,6
60032.0,80.0,TCP,0.003,5.0,479.0,1,192,168,220,16,192,168,100,6
445.0,46709.0,TCP,0.0,1.0,108.0,0,192,168,100,5,192,168,220,6
445.0,48888.0,TCP,0.0,1.0,108.0,0,192,168,100,5,192,168,220,15
56372.0,80.0,TCP,0.004,5.0,479.0,1,192,168,220,16,192,168,100,6
59704.0,80.0,TCP,0.003,5.0,479.0,1,192,168,220,16,192,168,100,6
445.0,43183.0,TCP,0.0,1.0,108.0,0,192,168,100,5,192,168,200,4
445.0,49511.0,TCP,0.0,1.0,108.0,0,192,168,100,5,192,168,220,12
51357.0,617.0,TCP,0.0,1.0,58.0,1,192,168,220,16,192,168,200,2
58855.0,80.0,TCP,0.004,6.0,545.0,1,192,168,220,16,192,168,100,6
445.0,60689.0,TCP,0.0,1.0,108.0,0,192,168,100,5,192,168,220,13
33437.0,80.0,TCP,0.003,6.0,545.0,1,192,168,220,16,192,168,100,6
37191.0,445.0,TCP,0.0,1.0,66.0,0,192,168,220,7,192,168,100,5
51357.0,49176.0,TCP,0.0,1.0,58.0,1,192,168,220,16,192,168,200,9
58385.0,80.0,TCP,0.004,5.0,479.0,1,192,168,220,16,192,168,100,6
49094.0,445.0,TCP,0.005,2.0,174.0,0,192,168,220,8,192,168,100,5
445.0,49511.0,TCP,0.0,1.0,108.0,0,192,168,100,5,192,168,220,12
34843.0,80.0,TCP,0.003,5.0,479.0,1,192,168,220,16,192,168,100,6
445.0,49511.0,TCP,0.0,1.0,108.0,0,192,168,100,5,192,168,220,12
55917.0,80.0,TCP,0.006,5.0,479.0,1,192,168,220,16,192,168,100,6
51146.0,445.0,TCP,0.004,2.0,174.0,0,192,168,220,5,192,168,100,5
35663.0,80.0,TCP,0.005,5.0,479.0,1,192,168,220,16,192,168,100,6
445.0,58844.0,TCP,0.0,1.0,108.0,0,192,168,100,5,192,168,220,16
445.0,34743.0,TCP,0.0,1.0,108.0,0,192,168,100,5,192,168,220,11
445.0,60689.0,TCP,0.0,1.0,108.0,0,192,168,100,5,192,168,220,13
58089.0,80.0,TCP,0.004,5.0,479.0,1,192,168,220,16,192,168,100,6
59912.0,80.0,TCP,0.005,5.0,479.0,1,192,168,220,16,192,168,100,6
59738.0,80.0,TCP,0.006,5.0,479.0,1,192,168,220,16,192,168,100,6
445.0,46709.0,TCP,0.0,1.0,108.0,0,192,168,100,5,192,168,220,6
51357.0,514.0,TCP,0.0,1.0,58.0,1,192,168,220,16,192,168,200,1
445.0,43145.0,TCP,0.0,1.0,108.0,0,192,168,100,5,192,168,220,4
137.0,137.0,UDP,0.0,1.0,92.0,0,192,168,220,13,192,168,220,255
51146.0,445.0,TCP,0.001,2.0,174.0,0,192,168,220,5,192,168,100,5
59867.0,80.0,TCP,0.0069999999999999,6.0,545.0,1,192,168,220,16,192,168,100,6
445.0,49511.0,TCP,0.0,1.0,108.0,0,192,168,100,5,192,168,220,12
445.0,51146.0,TCP,0.0,1.0,108.0,0,192,168,100,5,192,168,220,5
35803.0,80.0,TCP,0.002,5.0,479.0,1,192,168,220,16,192,168,100,6
51146.0,445.0,TCP,0.002,2.0,174.0,0,192,168,220,5,192,168,100,5
445.0,51146.0,TCP,0.0,1.0,108.0,0,192,168,100,5,192,168,220,5
36019.0,80.0,TCP,0.003,5.0,479.0,1,192,168,220,16,192,168,100,6
445.0,51146.0,TCP,0.0,1.0,108.0,0,192,168,100,5,192,168,220,5
37283.0,80.0,TCP,0.005,5.0,479.0,1,192,168,220,16,192,168,100,6
57822.0,80.0,TCP,0.004,5.0,479.0,1,192,168,220,16,192,168,100,6
54296.0,587.0,TCP,0.003,7.0,1566.0,0,192,168,220,5,192,168,100,4
59621.0,80.0,TCP,0.003,5.0,479.0,1,192,168,220,16,192,168,100,6
445.0,34743.0,TCP,0.0,1.0,108.0,0,192,168,100,5,192,168,220,11
59076.0,80.0,TCP,0.006,5.0,479.0,1,192,168,220,16,192,168,100,6
60450.0,80.0,TCP,0.006,5.0,479.0,1,192,168,220,16,192,168,100,6
56958.0,80.0,TCP,0.003,5.0,479.0,1,192,168,220,16,192,168,100,6
49094.0,445.0,TCP,0.003,2.0,174.0,0,192,168,220,8,192,168,100,5
57762.0,80.0,TCP,0.004,5.0,479.0,1,192,168,220,16,192,168,100,6
60275.0,80.0,TCP,0.006,5.0,479.0,1,192,168,220,16,192,168,100,6
445.0,52321.0,TCP,0.0,1.0,108.0,0,192,168,100,5,192,168,220,14
58255.0,80.0,TCP,0.005,5.0,479.0,1,192,168,220,16,192,168,100,6
59048.0,80.0,TCP,0.003,5.0,479.0,1,192,168,220,16,192,168,100,6
445.0,46808.0,TCP,0.0,1.0,108.0,0,192,168,100,5,192,168,200,5
60940.0,80.0,TCP,0.004,5.0,479.0,1,192,168,220,16,192,168,100,6
58844.0,445.0,TCP,0.003,2.0,174.0,0,192,168,220,16,192,168,100,5
445.0,43145.0,TCP,0.0,1.0,108.0,0,192,168,100,5,192,168,220,4
52321.0,445.0,TCP,0.005,2.0,174.0,0,192,168,220,14,192,168,100,5
49094.0,445.0,TCP,0.004,2.0,174.0,0,192,168,220,8,192,168,100,5
35292.0,80.0,TCP,0.005,5.0,479.0,1,192,168,220,16,192,168,100,6
33505.0,80.0,TCP,0.006,6.0,545.0,1,192,168,220,16,192,168,100,6
59628.0,80.0,TCP,0.004,6.0,545.0,1,192,168,220,16,192,168,100,6
51357.0,5004.0,TCP,0.0,1.0,58.0,1,192,168,220,16,192,168,200,1
445.0,43145.0,TCP,0.0,1.0,108.0,0,192,168,100,5,192,168,220,4
36283.0,80.0,TCP,0.004,5.0,479.0,1,192,168,220,16,192,168,100,6
59840.0,80.0,TCP,0.003,5.0,479.0,1,192,168,220,16,192,168,100,6
445.0,58844.0,TCP,0.0,1.0,108.0,0,192,168,100,5,192,168,220,16
51357.0,1047.0,TCP,0.0,1.0,58.0,1,192,168,220,16,192,168,200,8
445.0,46709.0,TCP,0.0,1.0,108.0,0,192,168,100,5,192,168,220,6
60689.0,445.0,TCP,0.005,2.0,174.0,1,192,168,220,13,192,168,100,5
51477.0,25.0,TCP,0.0,1.0,58.0,1,192,168,220,16,192,168,200,3
138.0,138.0,UDP,0.0,1.0,262.0,0,192,168,220,10,192,168,220,255
56185.0,80.0,TCP,0.006,6.0,545.0,1,192,168,220,16,192,168,100,6
59255.0,80.0,TCP,0.005,5.0,479.0,1,192,168,220,16,192,168,100,6
46756.0,1056.0,TCP,0.0,1.0,58.0,1,192,168,220,16,192,168,210,5
35379.0,80.0,TCP,0.003,5.0,479.0,1,192,168,220,16,192,168,100,6
35562.0,80.0,TCP,0.003,6.0,545.0,1,192,168,220,16,192,168,100,6
49094.0,445.0,TCP,0.001,2.0,174.0,0,192,168,220,8,192,168,100,5
445.0,46709.0,TCP,0.0,1.0,108.0,0,192,168,100,5,192,168,220,6
137.0,137.0,UDP,0.0,1.0,92.0,0,192,168,220,14,192,168,220,255
49511.0,445.0,TCP,0.005,2.0,174.0,0,192,168,220,12,192,168,100,5
58299.0,80.0,TCP,0.005,5.0,479.0,1,192,168,220,16,192,168,100,6
59106.0,80.0,TCP,0.004,5.0,479.0,1,192,168,220,16,192,168,100,6
35198.0,80.0,TCP,0.003,5.0,479.0,1,192,168,220,16,192,168,100,6
35296.0,80.0,TCP,0.003,5.0,479.0,1,192,168,220,16,192,168,100,6
56904.0,80.0,TCP,0.0069999999999999,5.0,479.0,1,192,168,220,16,192,168,100,6
49094.0,445.0,TCP,0.003,2.0,174.0,0,192,168,220,8,192,168,100,5
445.0,43145.0,TCP,0.0,1.0,108.0,0,192,168,100,5,192,168,220,4
37191.0,445.0,TCP,0.002,2.0,174.0,0,192,168,220,7,192,168,100,5
445.0,43183.0,TCP,0.0,1.0,108.0,0,192,168,100,5,192,168,200,4
445.0,37884.0,TCP,0.0,1.0,108.0,0,192,168,100,5,192,168,220,9
59982.0,80.0,TCP,0.004,5.0,479.0,1,192,168,220,16,192,168,100,6
37884.0,445.0,TCP,0.004,2.0,174.0,0,192,168,220,9,192,168,100,5
59673.0,80.0,TCP,0.004,5.0,479.0,1,192,168,220,16,192,168,100,6
445.0,34743.0,TCP,0.0,1.0,108.0,0,192,168,100,5,192,168,220,11
445.0,43145.0,TCP,0.0,1.0,108.0,0,192,168,100,5,192,168,220,4
36431.0,80.0,TCP,0.003,5.0,479.0,1,192,168,220,16,192,168,100,6
46755.0,52822.0,TCP,0.0,1.0,58.0,1,192,168,220,16,192,168,210,1
445.0,37191.0,TCP,0.0,1.0,108.0,0,192,168,100,5,192,168,220,7
57843.0,80.0,TCP,0.002,5.0,479.0,1,192,168,220,16,192,168,100,6
43145.0,445.0,TCP,0.0,2.0,174.0,0,192,168,220,4,192,168,100,5
445.0,51146.0,TCP,0.0,1.0,108.0,0,192,168,100,5,192,168,220,5
48888.0,445.0,TCP,0.004,2.0,174.0,0,192,168,220,15,192,168,100,5
445.0,49511.0,TCP,0.0,1.0,70.0,0,192,168,100,5,192,168,220,12
58088.0,80.0,TCP,0.002,5.0,479.0,1,192,168,220,16,192,168,100,6
60028.0,80.0,TCP,0.003,5.0,479.0,1,192,168,220,16,192,168,100,6
51146.0,445.0,TCP,0.002,2.0,174.0,0,192,168,220,5,192,168,100,5
58844.0,445.0,TCP,0.0,1.0,66.0,0,192,168,220,16,192,168,100,5
51357.0,51422.0,TCP,0.0,1.0,58.0,1,192,168,220,16,192,168,200,1
445.0,37884.0,TCP,0.0,1.0,108.0,0,192,168,100,5,192,168,220,9
43183.0,445.0,TCP,0.002,2.0,174.0,0,192,168,200,4,192,168,100,5
57749.0,80.0,TCP,0.004,6.0,545.0,1,192,168,220,16,192,168,100,6
37191.0,445.0,TCP,0.0,1.0,66.0,0,192,168,220,7,192,168,100,5
35271.0,80.0,TCP,0.004,5.0,479.0,1,192,168,220,16,192,168,100,6
58733.0,80.0,TCP,0.004,5.0,479.0,1,192,168,220,16,192,168,100,6
57839.0,80.0,TCP,0.004,5.0,479.0,1,192,168,220,16,192,168,100,6
32867.0,80.0,TCP,0.006,5.0,479.0,1,192,168,220,16,192,168,100,6
445.0,46808.0,TCP,0.0,1.0,108.0,0,192,168,100,5,192,168,200,5
40239.0,445.0,TCP,0.003,2.0,174.0,0,192,168,220,10,192,168,100,5
46709.0,445.0,TCP,0.002,2.0,174.0,0,192,168,220,6,192,168,100,5
37884.0,445.0,TCP,0.0,1.0,66.0,0,192,168,220,9,192,168,100,5
445.0,43145.0,TCP,0.0,1.0,108.0,0,192,168,100,5,192,168,220,4
445.0,37191.0,TCP,0.0,1.0,108.0,0,192,168,100,5,192,168,220,7
137.0,137.0,UDP,0.0,1.0,92.0,0,192,168,220,4,192,168,220,255
58960.0,80.0,TCP,0.006,6.0,545.0,1,192,168,220,16,192,168,100,6
138.0,138.0,UDP,0.0,1.0,262.0,0,192,168,220,9,192,168,220,255
445.0,43183.0,TCP,0.0,1.0,108.0,0,192,168,100,5,192,168,200,4
49094.0,445.0,TCP,0.004,2.0,174.0,0,192,168,220,8,192,168,100,5
445.0,51146.0,TCP,0.0,1.0,108.0,0,192,168,100,5,192,168,220,5
58611.0,80.0,TCP,0.005,5.0,479.0,1,192,168,220,16,192,168,100,6
48888.0,445.0,TCP,0.004,2.0,174.0,0,192,168,220,15,192,168,100,5
59094.0,80.0,TCP,0.004,5.0,479.0,1,192,168,220,16,192,168,100,6
37884.0,445.0,TCP,0.0,1.0,66.0,0,192,168,220,9,192,168,100,5
56850.0,80.0,TCP,0.0069999999999999,5.0,479.0,1,192,168,220,16,192,168,100,6
37884.0,445.0,TCP,0.002,2.0,174.0,0,192,168,220,9,192,168,100,5
35563.0,80.0,TCP,0.002,5.0,479.0,1,192,168,220,16,192,168,100,6
55740.0,80.0,TCP,0.005,6.0,545.0,1,192,168,220,16,192,168,100,6
35184.0,80.0,TCP,0.003,6.0,545.0,1,192,168,220,16,192,168,100,6
58844.0,445.0,TCP,0.003,2.0,174.0,0,192,168,220,16,192,168,100,5
37884.0,445.0,TCP,0.0,1.0,66.0,0,192,168,220,9,192,168,100,5
58808.0,80.0,TCP,0.006,5.0,479.0,1,192,168,220,16,192,168,100,6
57126.0,80.0,TCP,0.005,5.0,479.0,1,192,168,220,16,192,168,100,6
51357.0,631.0,TCP,0.0,1.0,58.0,1,192,168,220,16,192,168,200,1
33425.0,80.0,TCP,0.005,5.0,479.0,1,192,168,220,16,192,168,100,6
56199.0,80.0,TCP,0.005,5.0,479.0,1,192,168,220,16,192,168,100,6
46709.0,445.0,TCP,0.004,2.0,174.0,0,192,168,220,6,192,168,100,5
58844.0,445.0,TCP,0.003,2.0,174.0,0,192,168,220,16,192,168,100,5
59857.0,80.0,TCP,0.003,5.0,479.0,1,192,168,220,16,192,168,100,6
51357.0,5811.0,TCP,0.0,1.0,58.0,1,192,168,220,16,192,168,200,2
52321.0,445.0,TCP,0.004,2.0,174.0,0,192,168,220,14,192,168,100,5
49511.0,445.0,TCP,0.002,2.0,174.0,0,192,168,220,12,192,168,100,5
40239.0,445.0,TCP,0.004,2.0,174.0,0,192,168,220,10,192,168,100,5
445.0,46709.0,TCP,0.0,1.0,70.0,0,192,168,100,5,192,168,220,6
58068.0,80.0,TCP,0.005,5.0,479.0,1,192,168,220,16,192,168,100,6
58844.0,445.0,TCP,0.003,2.0,174.0,0,192,168,220,16,192,168,100,5
36970.0,80.0,TCP,0.004,5.0,479.0,1,192,168,220,16,192,168,100,6
59091.0,80.0,TCP,0.004,5.0,479.0,1,192,168,220,16,192,168,100,6
445.0,43183.0,TCP,0.0,1.0,108.0,0,192,168,100,5,192,168,200,4
58636.0,80.0,TCP,0.004,5.0,479.0,1,192,168,220,16,192,168,100,6
59074.0,80.0,TCP,0.003,5.0,479.0,1,192,168,220,16,192,168,100,6
51329.0,80.0,TCP,0.004,6.0,545.0,1,192,168,220,16,192,168,100,6
445.0,46709.0,TCP,0.0,1.0,108.0,0,192,168,100,5,192,168,220,6
46709.0,445.0,TCP,0.003,2.0,174.0,0,192,168,220,6,192,168,100,5
51471.0,25.0,TCP,0.0,1.0,58.0,1,192,168,220,16,192,168,200,2
137.0,137.0,UDP,0.0,1.0,92.0,0,192,168,220,5,192,168,220,255
46709.0,445.0,TCP,0.003,2.0,174.0,0,192,168,220,6,192,168,100,5
51357.0,2200.0,TCP,0.0,1.0,58.0,1,192,168,220,16,192,168,200,5
445.0,40239.0,TCP,0.0,1.0,108.0,0,192,168,100,5,192,168,220,10
51358.0,10621.0,TCP,0.0,1.0,58.0,1,192,168,220,16,192,168,200,9
37191.0,445.0,TCP,0.004,2.0,174.0,0,192,168,220,7,192,168,100,5
51146.0,445.0,TCP,0.002,2.0,174.0,0,192,168,220,5,192,168,100,5
445.0,49094.0,TCP,0.0,1.0,108.0,0,192,168,100,5,192,168,220,8
445.0,43183.0,TCP,0.0,1.0,108.0,0,192,168,100,5,192,168,200,4
58844.0,445.0,TCP,0.001,2.0,174.0,0,192,168,220,16,192,168,100,5
59013.0,80.0,TCP,0.004,5.0,479.0,1,192,168,220,16,192,168,100,6
445.0,48888.0,TCP,0.0,1.0,108.0,0,192,168,100,5,192,168,220,15
32879.0,80.0,TCP,0.005,5.0,479.0,1,192,168,220,16,192,168,100,6
137.0,137.0,UDP,0.0,1.0,92.0,0,192,168,220,8,192,168,220,255
37884.0,445.0,TCP,0.0,2.0,174.0,0,192,168,220,9,192,168,100,5
445.0,40239.0,TCP,0.0,1.0,108.0,0,192,168,100,5,192,168,220,10
445.0,58844.0,TCP,0.0,1.0,108.0,0,192,168,100,5,192,168,220,16
49511.0,445.0,TCP,0.002,2.0,174.0,0,192,168,220,12,192,168,100,5
51493.0,25.0,TCP,0.0,1.0,58.0,1,192,168,220,16,192,168,200,1
80.0,43771.0,TCP,0.005,17.0,564.0,0,192,168,100,6,192,168,220,6
51357.0,2190.0,TCP,0.0,1.0,58.0,1,192,168,220,16,192,168,200,3
34991.0,80.0,TCP,0.005,5.0,479.0,1,192,168,220,16,192,168,100,6
35182.0,80.0,TCP,0.006,5.0,479.0,1,192,168,220,16,192,168,100,6
51357.0,1027.0,TCP,0.0,1.0,58.0,1,192,168,220,16,192,168,200,9
33285.0,80.0,TCP,0.004,5.0,479.0,1,192,168,220,16,192,168,100,6
59689.0,80.0,TCP,0.0069999999999999,6.0,545.0,1,192,168,220,16,192,168,100,6
445.0,51146.0,TCP,0.0,1.0,108.0,0,192,168,100,5,192,168,220,5
137.0,137.0,UDP,0.0,1.0,92.0,0,192,168,220,4,192,168,220,255
55931.0,80.0,TCP,0.004,5.0,479.0,1,192,168,220,16,192,168,100,6
33199.0,80.0,TCP,0.003,5.0,479.0,1,192,168,220,16,192,168,100,6
445.0,48888.0,TCP,0.0,1.0,70.0,0,192,168,100,5,192,168,220,15
43145.0,445.0,TCP,0.005,2.0,174.0,0,192,168,220,4,192,168,100,5
34415.0,80.0,TCP,0.005,6.0,545.0,1,192,168,220,16,192,168,100,6
46709.0,445.0,TCP,0.002,2.0,174.0,0,192,168,220,6,192,168,100,5
445.0,46808.0,TCP,0.0,1.0,108.0,0,192,168,100,5,192,168,200,5
445.0,37884.0,TCP,0.0,1.0,108.0,0,192,168,100,5,192,168,220,9
445.0,43183.0,TCP,0.0,1.0,108.0,0,192,168,100,5,192,168,200,4
37884.0,445.0,TCP,0.0,1.0,66.0,0,192,168,220,9,192,168,100,5
445.0,37884.0,TCP,0.0,1.0,108.0,0,192,168,100,5,192,168,220,9
60446.0,80.0,TCP,0.0069999999999999,6.0,545.0,1,192,168,220,16,192,168,100,6
57777.0,80.0,TCP,0.003,6.0,545.0,1,192,168,220,16,192,168,100,6
53829.0,587.0,TCP,0.061,5.0,612.0,0,192,168,210,5,192,168,100,4
137.0,137.0,UDP,0.0,1.0,92.0,0,192,168,220,14,192,168,220,255
32949.0,80.0,TCP,0.005,6.0,545.0,1,192,168,220,16,192,168,100,6
57647.0,80.0,TCP,0.003,5.0,479.0,1,192,168,220,16,192,168,100,6
445.0,48888.0,TCP,0.0,1.0,108.0,0,192,168,100,5,192,168,220,15
137.0,137.0,UDP,0.0,1.0,92.0,0,192,168,220,3,192,168,220,255
58865.0,80.0,TCP,0.005,5.0,479.0,1,192,168,220,16,192,168,100,6
34743.0,445.0,TCP,0.0,1.0,66.0,0,192,168,220,11,192,168,100,5
445.0,34743.0,TCP,0.0,1.0,108.0,0,192,168,100,5,192,168,220,11
137.0,137.0,UDP,0.0,1.0,92.0,0,192,168,220,12,192,168,220,255
60430.0,80.0,TCP,0.003,5.0,479.0,1,192,168,220,16,192,168,100,6
51357.0,1137.0,TCP,0.0,1.0,58.0,1,192,168,220,16,192,168,200,2
36221.0,80.0,TCP,0.004,5.0,479.0,1,192,168,220,16,192,168,100,6
59724.0,80.0,TCP,0.004,5.0,479.0,1,192,168,220,16,192,168,100,6
57741.0,80.0,TCP,0.003,5.0,479.0,1,192,168,220,16,192,168,100,6
34743.0,445.0,TCP,0.004,2.0,174.0,0,192,168,220,11,192,168,100,5
58242.0,80.0,TCP,0.004,5.0,479.0,1,192,168,220,16,192,168,100,6
34450.0,80.0,TCP,0.003,6.0,545.0,1,192,168,220,16,192,168,100,6
58455.0,80.0,TCP,0.006,5.0,479.0,1,192,168,220,16,192,168,100,6
59099.0,80.0,TCP,0.005,5.0,479.0,1,192,168,220,16,192,168,100,6
137.0,137.0,UDP,0.0,1.0,92.0,0,192,168,220,15,192,168,220,255
59465.0,80.0,TCP,0.004,6.0,545.0,1,192,168,220,16,192,168,100,6
51401.0,25.0,TCP,0.0,1.0,58.0,1,192,168,220,16,192,168,200,8
445.0,49094.0,TCP,0.0,1.0,108.0,0,192,168,100,5,192,168,220,8
445.0,37191.0,TCP,0.0,1.0,108.0,0,192,168,100,5,192,168,220,7
60812.0,80.0,TCP,0.005,5.0,479.0,1,192,168,220,16,192,168,100,6
137.0,137.0,UDP,0.0,1.0,92.0,0,192,168,220,9,192,168,220,255
445.0,49094.0,TCP,0.0,1.0,108.0,0,192,168,100,5,192,168,220,8
51146.0,445.0,TCP,0.002,2.0,174.0,0,192,168,220,5,192,168,100,5
46709.0,445.0,TCP,0.005,2.0,174.0,0,192,168,220,6,192,168,100,5
33151.0,80.0,TCP,0.004,6.0,545.0,1,192,168,220,16,192,168,100,6
57643.0,80.0,TCP,0.005,5.0,479.0,1,192,168,220,16,192,168,100,6
445.0,49511.0,TCP,0.0,1.0,108.0,0,192,168,100,5,192,168,220,12
59469.0,80.0,TCP,0.003,6.0,545.0,1,192,168,220,16,192,168,100,6
51357.0,1082.0,TCP,0.0,1.0,58.0,1,192,168,220,16,192,168,200,8
445.0,34743.0,TCP,0.0,1.0,108.0,0,192,168,100,5,192,168,220,11
59076.0,80.0,TCP,0.005,5.0,479.0,1,192,168,220,16,192,168,100,6
445.0,60689.0,TCP,0.0,1.0,108.0,0,192,168,100,5,192,168,220,13
